Background_Color,Text_Color,Contrast_Ratio
#B52FB8,#BBDD05,2.15
#B66D77,#CCBFB7,1.49
#A5A604,#852D9C,1.98
#EDC5B9,#FAEF9A,1.14
#B1ECFD,#40C0E4,1.32
#FDEEDD,#525FA4,2.3
#073088,#95C35C,3.26
#B51286,#1F0726,2.72
#FF1B2C,#6907C8,1.64
#5C3C33,#0D318F,1.3
#C75994,#0BF213,1.46
#0038CC,#EB350B,1.5
#AD7C1C,#FBEA54,1.71
#43EE8D,#0705A3,7.01
#D6FABE,#393817,3.77
#DA1ABE,#A61907,1.38
#F4ACCE,#9F4245,2.05
#DEA030,#1C9DA9,1.24
#896A3B,#4AA4CC,1.32
#DAD5CF,#E6E71B,1.01
#CA8029,#A1472A,1.49
#FEF0F2,#B94537,2.43
#C53936,#DBCC49,2.12
#B0D2C7,#8718A1,3.06
#9F5814,#0A14A3,2.71
#56EBCC,#CD8491,1.33
#72E133,#9BFC32,1.14
#ADE77A,#A16BA7,1.65
#6FB048,#A09A67,1.02
#4B1605,#5185AA,3.07
#1BEB53,#DB66AE,1.33
#2C59B0,#69AE38,1.66
#C7BFCD,#E81FAC,2.14
#F0A3C6,#59AEBD,1.15
#7740C6,#9076F2,1.48
#9D6AFB,#0D9D7D,1.02
#172FBC,#91E729,3.27
#22A71C,#A2E3A1,1.56
#A463F9,#37D394,1.36
#F9F51B,#F63AA7,2.05
#04F9F5,#577DF9,1.51
#3F6CF4,#C815D6,1.41
#A3C71D,#E7DFDE,1.24
#D9240D,#A1175D,1.22
#04B36D,#4E041F,4.34
#FFE8FE,#2F2DFC,3.44
#AB241B,#9BCED2,2.71
#5D657A,#610BB3,2.1
#E989D9,#029524,1.44
#539153,#A112F1,1.81
#578BC9,#D93FEE,1.2
#7A4A56,#442DF3,1.27
#87BD94,#59D461,1.02
#D9B2C1,#AFA09E,1.14
#D90650,#1A1EEE,1.21
#AFB6FE,#5C3432,2.71
#CF171E,#EF5677,1.77
#F4F61B,#FE2BF3,2.11
#538C63,#8C8B46,1.07
#3A58A9,#263AF0,1.26
#526667,#8652B6,1.02
#EB79E5,#3D554C,1.8
#D3DCA9,#415129,2.6
#683E08,#B8CBEA,2.68
#A01E82,#40CB0B,2.22
#E22C87,#387B12,1.12
#BF1166,#659531,1.98
#353139,#D3470C,1.73
#7D22D3,#9EFCBC,3.04
#22B3FD,#4A2B03,2.8
#62AA6C,#949457,1.04
#695C2B,#1B82F3,1.24
#CE6E2D,#C1F6B4,1.75
#2B09B1,#9CDAB0,5.22
#4DFC18,#F7FDF2,1.25
#F7519A,#DCFFD0,1.91
#80458B,#E8FA59,2.49
#5687A8,#DE2D83,1.38
#93E8A2,#224D6A,2.68
#521435,#D8756A,3.1
#9C94DF,#630749,3.81
#7B1DEF,#BBD4C6,2.84
#40A0F6,#D2970C,1.05
#2731D8,#816B6C,1.74
#8E4172,#6FA459,1.64
#8948ED,#C95B42,1.13
#20A325,#E5E870,1.7
#517BB4,#7BE936,1.6
#9F2ADA,#84291D,1.28
#78C1BB,#A46539,1.53
#34E19A,#4EE3C2,1.05
#5A0C8D,#F25B2D,2.62
#1E5E2F,#2D6B84,1.21
#BC0D33,#802411,1.02
#821B8A,#D55F14,1.83
#6BF81E,#682AAB,2.78
#17EBC5,#E4754F,1.33
#5EFE59,#E2DCBA,1.05
#9960CF,#7C3B1F,1.54
#D71F0A,#21171C,2.13
#2AB745,#24ED75,1.26
#A05676,#D9A3F5,1.65
#7B0AC1,#447514,1.87
#3C3E58,#855015,1.31
#D0BA99,#318623,1.65
#E30CEC,#182BE0,1.34
#ADBFE0,#CDA71B,1.14
#5DB16A,#683220,2.29
#59B6D1,#1844BC,2.21
#38B5FE,#C82448,2.0
#3AF25F,#E6076A,2.76
#D8388B,#91636F,1.13
#B4C40F,#5CD775,1.01
#765521,#62AAB6,1.67
#0B6C08,#5CC454,1.92
#88180F,#C99854,2.84
#218AA8,#FAB98C,1.6
#5F82C2,#D85276,1.11
#D7799E,#04E484,1.19
#43C0E9,#4220ED,2.71
#35241D,#065129,1.44
#647AEB,#5DE633,1.45
#776360,#C8894E,1.37
#0C5BD2,#08981B,1.31
#5FFEA1,#0299D0,1.64
#F4C345,#F6F936,1.18
#9BCF14,#1FB42C,1.29
#E934EA,#0C9C2A,1.12
#CB3361,#287E59,1.19
#9D7BFC,#7A4359,1.64
#E558A9,#C3E2C6,1.69
#C6B79A,#36512E,2.3
#3C53C3,#9867B5,1.33
#EB6247,#30E291,1.41
#99488D,#C16FC0,1.37
#08B6A1,#0280F7,1.27
#65BEB0,#60153D,3.48
#F98480,#B098EE,1.04
#3EF3A5,#FEA858,1.1
#1AE25A,#F08B4B,1.11
#77DA15,#115FBA,2.0
#9574BC,#8D5187,1.28
#4B0FA0,#02F956,3.87
#DEF2C2,#AE7B75,1.69
#4C3692,#92B7ED,2.46
#892A32,#FD5E77,1.88
#95EB9F,#7DA2D0,1.32
#840BE4,#9F0584,1.09
#4DAEED,#6384ED,1.17
#530438,#68D83C,5.19
#75115C,#E4A4EE,3.47
#E0BF4C,#2E12DD,3.94
#6B9180,#98292A,1.92
#5DA791,#B1C073,1.21
#330639,#BBF766,7.39
#60CEAC,#1C62E5,1.83
#FB5778,#87A998,1.26
#8FD3A8,#53A6DE,1.25
#D3AC8A,#CD48A6,1.59
#4346F4,#0B11D7,2.21
#B9F258,#59EB77,1.11
#9BFE9A,#8DE23E,1.14
#EC9C03,#AD8643,1.16
#418078,#8151AB,1.15
#051E9F,#6FFAE9,4.96
#9EE4FE,#C2EE5D,1.01
#52A36D,#B0897E,1.02
#4EEAFD,#26A837,1.48
#D6455B,#174833,1.57
#BACCF5,#BA49B0,1.84
#BAEEFE,#24958D,1.76
#62B42C,#9B34EE,1.65
#D43A47,#FF51DD,1.35
#6F8DD3,#BD7FFC,1.06
#39ABC6,#F4BC74,1.28
#E0F09B,#A113E5,3.15
#AE4DBB,#5FA3D3,1.39
#3EBEEB,#17F2A2,1.13
#3E8064,#3CECAC,1.66
#8ABBDB,#A2F676,1.21
#DCA502,#7C35B2,1.98
#DFC3FE,#84DE66,1.05
#4AE8F5,#626FE9,1.63
#AE7702,#C7DF5C,1.64
#9668FB,#6C5153,1.38
#4C03BB,#EC448D,2.73
#FA14F7,#C247CA,1.22
#90B274,#1FFD2C,1.14
#372138,#52E877,3.93
#D3BE86,#C1EA6B,1.13
#04CFF0,#25C878,1.04
#3237B6,#0604CF,2.38
#ACE68B,#28D444,1.26
#236DFE,#16952C,1.09
#081BBA,#573EE3,1.95
#272809,#A5DAD4,4.35
#6F86EA,#E83EC9,1.23
#FAC5F9,#1ED6B0,1.22
#DC0A50,#0931ED,1.08
#4F56B3,#69CA28,1.75
#83426E,#1BE869,2.01
#06B6EF,#F5D32E,1.36
#8037E0,#4277F1,1.35
#C7BAFF,#9D5CBB,1.65
#E0301F,#FCD812,2.29
#3587B9,#980B8C,2.12
#4B57C0,#F05EA2,1.36
#CA6E88,#676205,1.37
#3548DB,#6B8189,1.51
#E6DB1D,#F67373,1.42
#9E5B18,#F0350C,1.1
#FC6666,#E781F3,1.17
#E3E18D,#129360,1.8
#73A077,#47B9E4,1.1
#DA2653,#42A52C,1.6
#1F10D4,#84D1B9,4.42
#116746,#7C015F,2.04
#AF6C0D,#CA851C,1.19
#2F689D,#57D38C,1.77
#8C106B,#90F9E8,3.86
#1E769C,#60EC55,1.81
#B46AF6,#604CA9,1.45
#A22950,#46D87F,2.32
#787E44,#C0D650,1.59
#56AD07,#F22DB3,1.42
#7AC605,#4DEEA9,1.17
#21BDDF,#B189AF,1.06
#DA8F53,#C97713,1.18
#9F8379,#0AA8FC,1.03
#261544,#A52777,2.07
#38E6B1,#846FE4,1.48
#0EA50F,#13FF5B,1.53
#FC3EB7,#07F691,1.62
#EDE535,#8ADBEF,1.07
#3BB6E2,#9FFDEC,1.42
#CCDB19,#5AC049,1.23
#3841D0,#601157,1.67
#84A376,#0FE174,1.12
#BF08B2,#5654F2,1.51
#A0B7C2,#D79EFE,1.01
#23E641,#DAF77D,1.29
#70D1D2,#784C7D,1.98
#AD8493,#1AA6F7,1.0
#718560,#EA8ED1,1.29
#2803C8,#4DD450,4.93
#725D29,#944F2D,1.02
#1EE064,#632D9D,2.41
#3E243D,#444FCA,1.75
#7C1B7A,#2FF99E,3.16
#B1D97A,#BF0321,3.7
#A6AAE5,#3CF947,1.12
#E9D844,#F59337,1.27
#04BF68,#B57E51,1.07
#CC40A8,#47B7C3,1.52
#191FB8,#63B0DD,3.28
#81D40F,#5D1590,3.33
#8D32A2,#704BED,1.19
#53D923,#C56F92,1.3
#A16C78,#F65050,1.04
#EF016A,#42BEE0,2.49
#EDFC8A,#29214B,5.02
#B77975,#78CAB5,1.34
#29FECF,#980A54,3.74
#48791E,#48E516,1.66
#8943DD,#C1A694,1.73
#3A2405,#F1A45D,3.67
#168D68,#CAA8B1,1.5
#C13475,#BF862E,1.53
#7B19E9,#F7EA0F,3.18
#8D4AF4,#4A6C2E,1.04
#9CC4DA,#A7BA16,1.1
#B51AB3,#1E07C2,2.17
#A803D5,#8005D3,1.12
#55FC5A,#EA3FEE,1.74
#9DD2A7,#8CEC4C,1.04
#4D2594,#456B0B,1.58
#340F6F,#D3DF71,5.29
#E3E502,#ABE061,1.04
#368E16,#1FF16D,1.57
#552790,#E64792,1.78
#3483DF,#0F783D,1.26
#049FE3,#DA0516,2.24
#78EA20,#B814AA,2.65
#AE48ED,#481370,2.38
#D8996C,#003B09,3.16
#0D045C,#2ADE57,7.46
#F2CCA9,#D6B532,1.16
#B6CDCA,#FA2A19,2.18
#3A0DC6,#AE4819,2.12
#CD7FF7,#1CD998,1.12
#F470D5,#703E2D,1.9
#E005F5,#1F9727,1.59
#691067,#F6E6F7,4.59
#36BF7D,#F86D78,1.12
#E9F07A,#66D7AE,1.21
#4D6B89,#978D31,1.29
#D2938E,#FD65DB,1.12
#969B43,#244D86,1.88
#522400,#119FC8,2.58
#E4D3F2,#8DA1C6,1.33
#5EC4BD,#DC9A5B,1.06
#5C486B,#626B8D,1.31
#6A18AF,#BAB44B,2.86
#CBF318,#647F5F,1.76
#A33004,#E125F1,1.27
#8F2B72,#2B09AF,2.01
#8EA040,#790548,3.43
#A06B21,#7E5264,1.19
#6C4EFE,#A24C2A,1.05
#9423FF,#43B4AC,1.92
#62A145,#E7C703,1.33
#840AF7,#44EC56,3.07
#B0A1EC,#0301AC,6.88
#EAB3BD,#BD71EE,1.35
#653A55,#831E30,1.25
#968886,#5A2343,2.45
#C4269E,#0532BA,1.48
#74F2CE,#B47A9D,1.51
#BE1161,#4177CF,1.75
#477A02,#BBAF6F,1.61
#4A7E8D,#4A0231,3.85
#2032FA,#149F3B,1.84
#2017E5,#021F93,1.14
#3D42C2,#8A90F6,1.87
#12F7D1,#CD8F32,1.28
#2AE97C,#878CEB,1.24
#973521,#8BC90F,2.2
#D79BEA,#FDA8C6,1.08
#4D6FDC,#51F737,1.69
#45C917,#579BC7,1.1
#A30A53,#EB75B3,2.63
#055249,#D17839,1.89
#E0D6FF,#662E9D,2.95
#4AF92B,#3AF532,1.03
#CFEFA2,#B3409E,2.22
#DFA939,#1E9FFB,1.23
#50E5F7,#1149BC,2.57
#7A905E,#8444D6,1.42
#A4587A,#7292FF,1.34
#5426AD,#020544,3.24
#C80163,#5E2220,1.06
#EF826E,#F1F6AB,1.53
#BDE61D,#6F96BD,1.4
#F8D4C2,#9BD772,1.11
#98288F,#874EE6,1.36
#BE4755,#BBEF04,2.03
#56E2FD,#6CD307,1.13
#8B3CBB,#C07252,1.43
#95FB7F,#271511,6.25
#6D66AF,#12420A,1.88
#CB9AA8,#21F41E,1.1
#01DAA6,#2B060E,6.65
#839443,#DC47C5,1.21
#FC1C5B,#24CA50,1.84
#7D6858,#A2084F,2.05
#C9FE94,#BF3731,2.58
#788BBF,#80C4B8,1.28
#559DCF,#026EA2,1.53
#B5D333,#6DF618,1.04
#16A00D,#9DDA34,1.55
#47EF74,#AC4714,2.04
#890E65,#516492,1.89
#48931A,#A94E79,1.19
#3C4C3C,#6160E1,1.4
#800313,#326D7A,2.53
#5B6C5E,#99E24C,1.83
#25F1E0,#30554C,2.34
#A96F1F,#6B3494,1.56
#054245,#0BE475,2.83
#6B53D5,#A1D68A,1.9
#CE96C0,#B66906,1.4
#EEC2FD,#7FFDA2,1.05
#2D7708,#298F6A,1.22
#80546D,#246432,1.13
#DA3DB3,#F1251E,1.25
#78F7C9,#14B2FF,1.41
#9D8845,#6FF2C8,1.51
#6EB3CC,#6166C2,1.49
#22B2AC,#696F24,1.36
#6ABDAA,#37E7A8,1.1
#AB0C70,#0DAF81,2.28
#40234B,#90B639,3.13
#A50C82,#03CBC6,2.63
#C428F9,#0FC051,1.58
#52B95E,#F44A28,1.41
#1CD9D9,#928D95,1.22
#35E48A,#58114B,4.02
#F70B91,#7478FA,1.69
#959A0B,#354787,1.84
#C1899A,#C7D75D,1.32
#4DB568,#F4A618,1.11
#5F02AF,#5D09C6,1.13
#684970,#F64BC0,1.39
#2C8953,#B1F2B6,1.88
#8F4363,#EE709A,1.57
#ED2CD6,#996739,1.12
#1ACFA5,#3269D9,1.56
#693595,#24A337,1.68
#B27EBE,#53783B,1.28
#11F2B9,#002A65,4.05
#0E8C0B,#4B5B65,1.15
#1D4076,#61814C,1.79
#D2F698,#646F75,2.01
#D79F3A,#12DEE4,1.09
#397CC3,#7E8686,1.14
#06B593,#210D30,4.74
#11AF54,#FA9560,1.22
#8F0E2C,#BDD760,3.79
#54553F,#D58F27,1.7
#E5CB26,#1D00F1,5.77
#303EE8,#911C46,1.22
#DA7EE5,#CA7663,1.13
#39BBED,#E31763,2.08
#81288D,#EBEC5C,3.02
#E9D29D,#9EB82E,1.23
#D29A73,#0E5B55,2.02
#EEEF99,#6F98C0,1.54
#D791B2,#27A6A8,1.15
#92A40D,#C60555,2.51
#3AA341,#A1B64D,1.25
#F2FBD3,#C1D1EF,1.17
#6A869D,#D0D1C4,1.55
#EB420B,#F5F550,2.22
#3F06BF,#E66AD0,3.45
#0632EC,#3DA3F4,2.39
#7075BD,#0BFADB,1.57
#AFC3EA,#56647F,1.85
#282B34,#FADA6A,4.12
#28C862,#217989,1.47
#7CAECD,#EB207A,1.89
#B64F54,#24934E,1.15
#887A4A,#B1F294,1.74
#E14431,#D4DF6D,2.0
#D82A3D,#FC0C1D,1.21
#B06466,#921AD1,1.67
#EEED88,#536973,2.13
#7D4B76,#288C16,1.21
#B84C04,#AE0118,2.04
#49A42D,#75AA85,1.13
#57A9AF,#4B3D04,2.27
#4C21A5,#45A0EC,2.47
#411C31,#B7504C,2.28
#71FDAF,#906733,1.91
#499CF2,#637F9B,1.16
#71EC4A,#7DCCC9,1.06
#A5B647,#17C543,1.12
#C793B3,#FC03CA,2.08
#BB43B8,#C57B57,1.31
#96D424,#052846,4.19
#E7ED43,#D28789,1.44
#9DAA53,#8C3A47,1.95
#9B5670,#2DA933,1.27
#37EC9A,#FD14A8,2.2
#3853E3,#CE1132,1.39
#1A476D,#8949A8,1.38
#1CCB8E,#2CC9F3,1.05
#6FA99B,#57AC64,1.04
#64F02B,#16954B,1.61
#709CC3,#D40D06,2.4
#09EC10,#AEE3F2,1.24
#8926F0,#9C1A88,1.16
#320707,#0249C7,2.76
#0987C7,#31132F,3.13
#69BEC9,#510D94,3.71
#2715B3,#19F372,4.08
#465C08,#502566,1.48
#F44343,#FE3A2D,1.05
#A6BDE4,#C324E2,2.07
#23EF45,#914419,2.09
#E877A9,#8E9CEB,1.08
#B568BC,#EEC2E8,1.57
#4F6407,#38F50B,1.98
#66968E,#5D62A9,1.32
#CC2F12,#F3FBB5,2.82
#C7FD32,#E48BBD,1.37
#E5E68D,#05339C,3.84
#CE8DA0,#987A62,1.21
#79090F,#1BB1E5,3.51
#0B5F06,#52DB07,2.24
#205AC3,#90D613,2.02
#C3F92D,#04A882,1.65
#810E8F,#AA24F6,1.53
#E77B5A,#0D790B,1.52
#D6D2D1,#B06008,1.87
#5DE704,#AA1562,2.79
#4210F2,#67EDC0,3.91
#CA4DB2,#753926,1.52
#24888E,#DE4174,1.11
#474E53,#BD7EAA,1.73
#F43565,#6CD412,1.72
#657AAD,#B71CEF,1.51
#78CA46,#1E67AD,1.78
#E335C4,#4E7CE5,1.19
#B875F1,#5168E6,1.26
#39DF0C,#E50EAF,2.2
#A40917,#7EEDFC,4.08
#C48EE9,#A3C39F,1.15
#2A8A75,#ABE1FE,1.77
#2B39C0,#D3455D,1.49
#798774,#278985,1.11
#98327D,#3F21B4,1.43
#3A765D,#61CFDC,1.7
#A710A7,#086454,1.28
#B5D72D,#666AD2,1.66
#2DAF1D,#BBD3A4,1.44
#71D98E,#1EA481,1.39
#370230,#F1A8B4,6.72
#F64DF7,#7BB595,1.3
#8BF543,#CA47E0,1.81
#C60A9F,#6F4FE0,1.48
#7C5A37,#89C7ED,1.87
#B8269D,#BAAA3B,1.97
#5A830D,#A762AA,1.03
#737145,#1422B7,2.26
#288C19,#031CCF,2.55
#95EC1F,#C772D3,1.42
#3AAA19,#C4F938,1.59
#846DBD,#B6474E,1.23
#D60D68,#D57D8C,2.1
#311D48,#54CC27,3.65
#8FA445,#3D3FB3,1.98
#05DEAB,#73172C,3.25
#E38867,#F6926C,1.07
#0F47FC,#6883C5,1.68
#9FCA83,#032143,4.79
#071612,#42C815,5.48
#3B2A36,#16FF90,3.55
#EEF811,#78D93A,1.22
#C00E3A,#5584E1,2.09
#B81D8B,#95C323,2.26
#D213E7,#2A9D2F,1.57
#DB3479,#86395E,1.19
#57B081,#240C32,5.11
#CABF2B,#F701E3,2.37
#A0D4E7,#C8EE4C,1.07
#C29387,#2F8C14,1.36
#BE9936,#28C499,1.04
#C2B608,#0B47AD,2.36
#351398,#8F8B31,3.01
#16FD2C,#9915E9,2.61
#39456A,#1D70FF,1.43
#80F60C,#17C6B2,1.26
#77D53C,#473F15,2.62
#6E47FE,#941765,1.55
#8A079E,#4FC7F7,3.24
#A50888,#540D09,1.56
#DCD60F,#D09129,1.31
#DC8954,#0AB91A,1.1
#C70ACA,#95204F,1.05
#465925,#0A21A1,1.88
#588A38,#8C3996,1.43
#9ADE11,#E7E1FD,1.17
#F66F9F,#17BD6A,1.03
#5D18F1,#BAFB1B,3.48
#66ABDE,#A56744,1.37
#087EED,#2E3EC7,1.5
#6D7939,#DD5117,1.06
#69FE2E,#A0A64A,1.29
#C6E67D,#AD024E,4.04
#6457B3,#C88B0F,1.43
#D21D3C,#00E91F,2.2
#D3961C,#B0E34F,1.31
#C62792,#4B472C,1.13
#29770D,#26A5B5,1.41
#8C1B51,#850B41,1.26
#173BF7,#29F405,2.53
#32A6E2,#F85DE6,1.07
#3B2EB1,#6043A3,1.31
#36B3B4,#D58A2A,1.03
#10D004,#EED64A,1.34
#E238C1,#DBE4CD,2.07
#B1BEAF,#4F87B9,1.43
#47C1F1,#0730DD,2.84
#55717E,#2FE5EE,1.69
#B87A95,#E7DAE4,1.56
#FBB777,#27B00B,1.39
#67DF02,#0E0995,5.9
#5B907D,#91958E,1.11
#678647,#112BA4,2.3
#49AE6E,#43E40E,1.19
#538E36,#52E87B,1.51
#605DC7,#0D42C6,1.48
#F5C74E,#79F6D9,1.08
#67676A,#D75A1F,1.08
#2448CC,#5CAB6E,1.88
#0AAE68,#233496,2.15
#94E91A,#DFA04D,1.18
#114B25,#E05BB5,1.91
#8B6BDE,#263069,2.15
#7F0C27,#7FB44D,3.4
#068373,#61FFE9,2.0
#3669C8,#09C62F,1.4
#803678,#D5BB3F,2.25
#18ABFD,#09A79C,1.09
#87C7AC,#F80237,2.77
#9C8799,#1535DF,2.16
#F9E6E3,#286F23,2.39
#5C8B28,#1B28E2,2.12
#B53B3B,#BF97E5,1.82
#10B6C7,#77F8F8,1.45
#4ECF08,#FFE142,1.31
#88877E,#CFE071,1.53
#177794,#41B493,1.46
#EE0D2E,#6E093A,1.62
#A2977B,#4DFD0E,1.29
#5763F3,#199F81,1.18
#134619,#04E067,2.64
#61D4F7,#83DDF5,1.07
#BF63E2,#A138D1,1.38
#9AC4C3,#424CFC,2.01
#815674,#0E2085,2.28
#BE0838,#1DCBD8,2.86
#F51BD7,#0EFC0A,1.97
#2328C3,#F7341D,1.66
#61E748,#4283B4,1.53
#AFEF1C,#7713AC,3.48
#5B9FA9,#767231,1.29
#671F1C,#B27BDE,2.63
#CF96CB,#9B259C,2.14
#844C6D,#E3311F,1.05
#26AD51,#3469B2,1.35
#074B83,#457F42,1.59
#A984B8,#F26319,1.14
#0D84F7,#51F312,1.61
#0BE00E,#4E2B04,2.92
#608D44,#A5B59D,1.36
#5DCAB5,#9D15E2,2.45
#D5300F,#A3DB55,2.25
#E2B2E3,#ECFB75,1.23
#3A9E15,#B868AA,1.01
#742084,#511269,1.38
#501F60,#99E965,3.72
#402EA8,#EB91F9,2.58
#8C76F7,#5DF6B5,1.53
#9B5F86,#58A665,1.28
#7F3A60,#2776EB,1.39
#6E0695,#FF78C8,3.27
#17AB17,#930849,2.57
#3AEC93,#76C769,1.09
#8304CB,#1BBAB8,2.84
#3C1029,#D2149A,2.08
#67E4F0,#81AD0B,1.31
#B77968,#4C9749,1.02
#639AFA,#F01F0F,1.86
#29E96C,#2AB123,1.3
#6A68EC,#519957,1.15
#A12E48,#9B258D,1.03
#67A992,#FE6C81,1.08
#FCD86C,#FC28DB,2.06
#A35AD0,#77B825,1.36
#FCDF4D,#B741AC,2.09
#D3F86C,#C0938A,1.44
#D082FD,#BBA931,1.05
#0CAE05,#2C2964,2.39
#A44C54,#21A5A8,1.39
#2B4951,#B116A3,1.03
#F5214A,#A2BB66,2.01
#196B49,#35DC40,1.86
#D75E63,#C5B69B,1.48
#B63BE0,#F6246E,1.11
#5B8071,#223E20,1.98
#E24D96,#A94451,1.23
#3F51F1,#DC04F5,1.27
#152303,#2DA8DA,3.73
#16EE2E,#01D3F6,1.05
#088AC0,#36D852,1.45
#85C0F4,#6D0A35,4.18
#808038,#810EBE,2.12
#69D126,#AE2B07,2.31
#3EC3BC,#BA5437,1.54
#41CB3D,#06931F,1.45
#BCCC40,#FA82F9,1.15
#687336,#2D65B0,1.13
#451249,#FE88D2,3.93
#1F2DA0,#6EDFE2,3.36
#258440,#2048DD,1.38
#AC5F11,#0D5365,1.44
#93E742,#599594,1.44
#B583F2,#59A49A,1.01
#FB2DEF,#534C96,1.21
#46595E,#BA2959,1.11
#7F79E4,#9F8D77,1.09
#41950C,#74C019,1.32
#13F6FE,#6DEFB8,1.04
#1DB164,#EC9CBE,1.23
#87B1A3,#02E4F1,1.08
#2CAB71,#11B3BB,1.03
#A1071A,#14C8D9,3.26
#185561,#BB9072,1.91
#0176BF,#F15B3E,1.2
#0650B1,#939EEB,2.07
#5B0619,#527A8D,3.34
#3DB946,#ED7A88,1.02
#6AC78C,#444C35,2.2
#F01DE7,#BDA62A,1.73
#5A128A,#C20823,1.14
#5644A2,#96D0F1,2.31
#DA0B19,#0BB123,2.1
#EB5FC8,#559E1F,1.01
#EF3538,#13AD63,1.4
#025D1A,#980EE0,1.14
#1EF00F,#42596F,1.95
#3E5875,#7953D4,1.16
#2E08C1,#10F697,4.81
#18E49C,#EF0872,2.48
#D98828,#09C217,1.03
#0CBE64,#ED1A3B,1.84
#86E357,#7DA227,1.33
#712C8C,#0BB641,1.91
#EC1538,#A9BF66,2.35
#78C8C5,#B01252,2.84
#82C7F3,#DCABAC,1.03
#BEAA03,#907F06,1.3
#00681E,#A1FC63,2.62
#B7E319,#006845,2.34
#D9E33B,#7F92A4,1.45
#E7CE13,#A07194,1.52
#607431,#4EDBBC,1.67
#AB1052,#D6A5C9,2.87
#234214,#717FE8,2.1
#E12118,#B9041C,1.51
#872225,#A87893,2.12
#6DE46D,#DD8D35,1.26
#92E3B7,#84492E,2.28
#4BC557,#37DE5C,1.08
#5993CB,#F6C0B8,1.42
#C29517,#731431,2.95
#3585E2,#2D5EBC,1.31
#5D0D91,#712AF9,1.62
#FBB149,#F8EFCB,1.27
#707633,#61EE08,1.64
#AF9700,#F323F6,1.47
#467AC7,#603888,1.56
#4333ED,#864037,1.13
#03E6B0,#F724F9,1.75
#96C5F3,#21061C,7.79
#C94551,#D1D73C,1.95
#A58252,#9CFC76,1.6
#8F32C6,#25CD53,1.86
#361EF9,#181893,1.4
#BAA9F8,#CF6737,1.42
#770716,#F41480,1.97
#49B6CA,#9D7021,1.35
#F3227A,#AD5E0F,1.21
#D2BB8D,#55CF1E,1.11
#A4FBFC,#34FBA1,1.14
#26F151,#E39487,1.13
#0D84A1,#C6A6AF,1.53
#C9F4DE,#D03326,2.56
#10E060,#7560B3,1.54
#C91E6A,#1F199E,1.74
#68558D,#858384,1.36
#0D2994,#EBD311,3.87
#6BDC8A,#7DA1E4,1.19
#2A450E,#377E08,1.6
#C20B0C,#5A433C,1.34
#709209,#859E2C,1.11
#7AD7E4,#625F8C,1.87
#0660A1,#E19226,1.78
#561EA5,#F9C584,3.36
#690473,#4B1A5D,1.17
#281AAC,#FD034B,1.42
#F8157C,#33EC80,2.25
#0687EF,#5C8E40,1.08
#4ECF73,#0936C5,2.75
#8006DE,#A0BCF8,3.3
#5BF30F,#CB1D09,2.68
#436914,#E15A90,1.31
#1AFB4C,#BD6F53,1.47
#361537,#F7B3F0,4.87
#F45290,#CB7C6A,1.14
#CDE543,#42FEFF,1.01
#CC450F,#AB0AC5,1.51
#C9A9C6,#8038D4,2.0
#A8F58E,#19B7BE,1.44
#4D7282,#29BD57,1.36
#55C7C2,#E97362,1.23
#62B9FB,#759634,1.24
#527869,#358CBA,1.11
#54819C,#BA28AA,1.44
#EDC869,#CE928D,1.25
#1CD4B4,#568EEE,1.22
#820584,#19C7B2,3.24
#6E97C6,#E23DAF,1.35
#CEE618,#367C42,1.89
#D7945B,#A1B484,1.08
#6C6887,#9433BC,1.27
#791BDC,#1B8402,1.53
#9B073A,#3DD16B,3.33
#1CBD00,#51CD93,1.22
#E4D223,#7F05CA,3.69
#C3CF4C,#9EBD80,1.09
#596101,#BFE718,2.18
#87F74A,#21DEB3,1.17
#479989,#ED2BA5,1.39
#F88A0F,#28DA27,1.09
#7E5398,#0623FB,1.92
#13F703,#571183,3.66
#207817,#D9B78B,1.87
#646EE9,#3D0A96,2.96
#2DEF8C,#3C8F92,1.47
#202A1C,#001FC2,1.05
#2B5EE7,#24C8ED,1.71
#19765E,#6E0030,2.76
#C1A55C,#33DF94,1.09
#B4EC0B,#4D1989,3.88
#C1D283,#69B0BD,1.22
#C7293A,#711619,1.63
#E046A4,#4C2D2A,1.91
#4FE304,#CF64DD,1.33
#3B39D1,#EEBC95,2.57
#227EC1,#E5FDEB,2.09
#AFC4B0,#BA8ED0,1.2
#067DEF,#FC12B1,1.31
#7702CF,#6B9BFA,3.02
#45017D,#194810,1.9
#F5EE9E,#C0ABF1,1.28
#7B9886,#FD73F5,1.06
#B9B09B,#4666CB,1.64
#11F520,#04287B,3.8
#2ED7EC,#219E49,1.4
#CB7174,#BA0CCE,1.92
#D8CB1A,#E72A06,2.23
#EED280,#7F52B0,2.01
#2BF5EF,#CE46FD,1.72
#895247,#B1E140,2.04
#526C8C,#D46AB3,1.25
#378027,#3F8122,1.02
#92248C,#AC7A7D,1.83
#1DF2F4,#AE6FC0,1.47
#956EA1,#0C54E2,1.47
#8672E1,#F61D31,1.56
#03849C,#5B0C64,2.49
#6BF403,#C5DD43,1.03
#584380,#2E8C6F,1.47
#2AD23C,#116844,1.84
#E1928D,#DFC97C,1.22
#9C79F7,#066EF0,1.37
#216FB7,#9D5AF6,1.14
#92D227,#E25D94,1.43
#5B24FB,#2555E4,1.29
#A6A07B,#56BA18,1.03
